,id,nome,posição,idade,data_nascimento,nacionalidade,time,liga,total_chutes,chutes_no_gol,gols,gols_sofridos,assistências,defesas,total_passes,passes_chaves,%passes_certos,desarmes,dribles_tentados,dribles_realizados,faltas_sofridas,faltas_cometidas,total_jogos,minutos_jogados,jogos_escalados
1616,9487,Carlos Leonardo Gonçalves de Souza,Defender,27,18/03/1993,Brazil,Operario-PR,Serie B,,,0,,,,,,,,,,,,1,46,1
1597,9500,Dione Miguel Ribas,Midfielder,27,16/07/1993,Brazil,Operario-PR,Serie B,,,0,,,,,,,,,,,,0,0,0
1598,9500,Dione Miguel Ribas,Midfielder,27,16/07/1993,Brazil,Operario-PR,Serie B,,,0,,,,,,,,,,,,1,9,0
1578,63986,Lázaro Vinícius Alves Martins,Defender,30,28/06/1990,Brazil,Operario-PR,Serie B,,,2,,,,,,,,,,,,17,1499,17
1605,63988,Rafael Batista,Midfielder,32,26/08/1988,Brazil,Operario-PR,Serie B,,,0,,,,,,,,,,,,14,736,8
1948,119848,Clauilliam Kelves da Silva,Defender,21,25/02/1999,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1949,191874,Kriguer Lucero Antunes,Midfielder,20,04/01/2000,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1950,9426,Maicosuel Reginaldo de Matos,Midfielder,33,16/06/1986,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1951,9419,Sueliton Pereira de Aguiar,Defender,33,19/08/1986,Brazil,Parana,Serie B,1.0,1.0,1,0.0,0.0,0.0,32.0,0.0,56.0,0.0,2.0,1.0,0.0,3.0,3,126,1
1954,9446,Raphael Schorr Utzig,Attacker,24,08/08/1996,Brazil,Parana,Serie B,1.0,0.0,0,0.0,0.0,0.0,22.0,0.0,76.0,2.0,2.0,1.0,5.0,2.0,3,95,0
1955,9431,Jhonny Lucas,Midfielder,20,21/02/2000,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,2.0,1.0,25.0,0.0,3.0,1.0,1.0,2.0,2,22,0
1956,77941,Willian Gabriel Galvão Forte,Defender,20,10/05/2000,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1957,77673,Rafael Victor de Oliveira Furtado,Attacker,21,09/12/1999,Brazil,Parana,Serie B,10.0,4.0,0,0.0,0.0,0.0,27.0,4.0,73.0,2.0,2.0,0.0,10.0,7.0,8,247,2
1958,9413,Fernando de Moraes Sanfelice,Defender,30,29/05/1990,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,12.0,2.0,30.0,3.0,0.0,0.0,1.0,2.0,2,74,1
1961,9409,Lucas Macanhan Ferreira,Goalkeeper,26,25/06/1994,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1962,9408,Murillo Barbosa Lopes,Goalkeeper,20,06/05/2000,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1963,9415,Matheus Henrique do Carmo Lopes,Defender,35,08/03/1985,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1964,9432,Jhemerson Guimaraes Gaigher,Midfielder,23,27/01/1997,Brazil,Parana,Serie B,10.0,2.0,0,0.0,2.0,0.0,196.0,9.0,84.0,5.0,12.0,4.0,7.0,9.0,9,494,6
1965,54240,Marcos Antônio Severo dos Santos,Midfielder,23,29/01/1997,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,0
1966,54243,Rodrigo Vasconcelos Oliveira,Midfielder,26,11/02/1994,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1967,9430,Jean Lucas Figueiredo,Midfielder,25,21/03/1995,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1968,9998,Guilherme Nunes,Midfielder,22,12/07/1998,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1969,9425,Jeferson Wagner de Lima Bólico,Midfielder,23,07/02/1997,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1970,9411,Thiago Rodrigues de Oliveira Nogueira,Goalkeeper,32,20/10/1988,Brazil,Parana,Serie B,0.0,0.0,0,27.0,0.0,110.0,357.0,0.0,53.0,0.0,0.0,0.0,5.0,0.0,33,2970,33
1971,9427,Matheus Aleksander dos Anjos,Midfielder,22,21/12/1998,Brazil,Parana,Serie B,27.0,9.0,2,0.0,2.0,0.0,350.0,31.0,82.0,14.0,39.0,26.0,34.0,21.0,17,1186,15
1972,54248,Judivan Flor da Silva,Attacker,25,21/05/1995,Brazil,Parana,Serie B,13.0,7.0,1,0.0,0.0,0.0,145.0,10.0,79.0,15.0,35.0,18.0,20.0,25.0,13,779,10
1973,9417,Paulo Ricardo Fales,Defender,21,08/09/1999,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1974,9435,Odacir Pereira da Silva,Midfielder,32,28/02/1988,Brazil,Parana,Serie B,19.0,7.0,0,0.0,0.0,0.0,554.0,12.0,77.0,17.0,11.0,5.0,5.0,29.0,22,1430,19
1975,9428,Carlos Eduardo Antonio dos Santos,Midfielder,24,08/09/1996,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1976,9434,A. Marquez,Midfielder,29,31/10/1991,Chile,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1977,9416,Eduardo Gabriel dos Santos Bauermann,Defender,24,13/02/1996,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1635,18
1978,9445,Bruno Rafael Rodrigues do Nascimento,Attacker,23,07/03/1997,Brazil,Parana,Serie B,64.0,20.0,3,0.0,0.0,0.0,461.0,33.0,73.0,33.0,115.0,64.0,62.0,31.0,30,2516,28
1979,9410,Alisson Machado dos Santos,Goalkeeper,25,08/06/1995,Brazil,Parana,Serie B,0.0,0.0,0,2.0,0.0,9.0,60.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,5,450,5
1980,36008,Fabrício Silva Dornellas,Defender,30,20/02/1990,Brazil,Parana,Serie B,1.0,1.0,1,0.0,0.0,0.0,73.0,0.0,71.0,4.0,0.0,0.0,1.0,3.0,3,270,3
1981,9421,Carlos Jamisson Teles dos Santos Júnior,Defender,25,29/07/1995,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,33.0,2.0,72.0,2.0,2.0,0.0,1.0,2.0,3,125,1
1983,9436,Gabriel Pires de Oliveira,Midfielder,21,22/05/1999,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1984,54023,Jhony Douglas Santiago,Midfielder,23,19/02/1997,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,523,5
1985,9437,Lázaro Luan Zanini Scapolan,Midfielder,32,30/12/1988,Brazil,Parana,Serie B,2.0,0.0,0,0.0,0.0,0.0,46.0,1.0,78.0,7.0,2.0,1.0,4.0,4.0,7,351,4
1986,9440,Keslley dos Santos Lopes,Attacker,21,30/07/1999,Brazil,Parana,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1987,9424,Fernando José da Cunha Neto,Midfielder,27,27/01/1993,Brazil,Parana,Serie B,44.0,11.0,3,0.0,0.0,0.0,675.0,18.0,73.0,37.0,47.0,30.0,37.0,47.0,28,1994,21
1988,9443,Rodrigo Porto Bezerra,Attacker,21,21/06/1999,Brazil,Parana,Serie B,7.0,1.0,0,0.0,0.0,0.0,44.0,4.0,61.0,5.0,19.0,10.0,10.0,15.0,12,358,2
1989,9420,Éder Sciola Santana,Defender,35,25/09/1985,Brazil,Parana,Serie B,24.0,2.0,1,0.0,5.0,0.0,810.0,24.0,70.0,34.0,41.0,28.0,31.0,58.0,34,2925,33
1990,9439,Marlyson Conceição Oliveira,Attacker,23,17/12/1997,Brazil,Parana,Serie B,2.0,1.0,1,0.0,0.0,0.0,4.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,3,48,0
1991,9423,Warley Armentano dos Santos,Midfielder,21,27/12/1999,Brazil,Parana,Serie B,1.0,1.0,0,0.0,0.0,0.0,17.0,0.0,81.0,0.0,2.0,1.0,1.0,2.0,1,30,0
1994,9441,Ramon Machado de Macedo,Attacker,29,04/04/1991,Brazil,Parana,Serie B,27.0,7.0,1,0.0,0.0,0.0,111.0,9.0,61.0,9.0,17.0,8.0,16.0,16.0,16,788,9
1996,9438,Jenison  de Jesus Brito e Brito,Attacker,29,22/03/1991,Brazil,Parana,Serie B,68.0,27.0,9,0.0,5.0,0.0,358.0,33.0,63.0,12.0,37.0,21.0,28.0,45.0,34,2709,31
1997,9429,Alesson,Midfielder,21,16/02/1999,Brazil,Parana,Serie B,16.0,4.0,0,0.0,0.0,0.0,234.0,9.0,79.0,16.0,40.0,23.0,30.0,32.0,19,952,10
1998,9433,João Pedro,Midfielder,23,20/01/1997,Brazil,Parana,Serie B,23.0,8.0,4,0.0,1.0,0.0,473.0,36.0,79.0,8.0,14.0,7.0,12.0,16.0,29,1881,23
1999,9414,Rodolfo Filemon,Defender,26,29/08/1994,Brazil,Parana,Serie B,14.0,3.0,1,0.0,0.0,0.0,1187.0,6.0,78.0,24.0,4.0,3.0,24.0,39.0,34,3056,34
2000,9418,Guilherme Santos,Defender,32,05/02/1988,Brazil,Parana,Serie B,18.0,6.0,2,0.0,3.0,0.0,1141.0,42.0,80.0,26.0,58.0,36.0,28.0,52.0,36,3222,36
2001,9422,Luiz Otavio,Midfielder,23,18/03/1997,Brazil,Parana,Serie B,28.0,9.0,1,0.0,0.0,0.0,1042.0,19.0,79.0,22.0,29.0,19.0,47.0,39.0,37,2895,35
1993,9288,Higor Rodrigues Barbosa Leite,Midfielder,27,02/06/1993,Brazil,Parana,Serie B,,,0,,,,,,,,,,,,0,0,0
1960,9412,Leandro Almeida Da Silva,Defender,33,14/03/1987,Brazil,Parana,Serie B,,,0,,,,,,,,,,,,0,0,0
1959,9412,Leandro Almeida Da Silva,Defender,33,14/03/1987,Brazil,Parana,Serie B,,,1,,,,,,,,,,,,23,1948,22
1953,9444,Caio Rangel da Silva,Attacker,24,16/01/1996,Brazil,Parana,Serie B,,,0,,,,,,,,,,,,5,76,0
1982,9466,Victor Hugo Machado Maia Mesquita,Midfielder,30,08/06/1990,Brazil,Parana,Serie B,,,1,,,,,,,,,,,,11,537,6
1952,9743,Leonardo Peixoto Principe,Defender,24,13/08/1996,Brazil,Parana,Serie B,,,0,,,,,,,,,,,,7,410,4
1992,10577,Caio Monteiro Costa,Attacker,23,10/02/1997,Brazil,Parana,Serie B,,,0,,,,,,,,,,,,6,174,1
1995,54028,Anderson Wanderllan de Moraes Rodrigues,Attacker,33,13/09/1987,Brazil,Parana,Serie B,,,0,,,,,,,,,,,,8,238,0
1946,106562,Matheus Silva Correa,Midfielder,20,28/04/1999,Brazil,Parana,Serie B,,,0,,,,,,,,,,,,0,0,0
1947,106562,Matheus Silva Correa,Midfielder,20,28/04/1999,Brazil,Parana,Serie B,,,0,,,,,,,,,,,,0,0,0
1186,9715,Jean Carlos dos Santos,Midfielder,17,19/09/2002,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1187,9728,Thalles Lima de Conceição Penha,Attacker,24,18/05/1995,Brazil,Ponte Preta,Serie B,4.0,0.0,0,0.0,0.0,0.0,25.0,0.0,49.0,1.0,1.0,0.0,3.0,2.0,3,191,2
1188,9730,Walisson Alex Souza Silva,Attacker,19,11/04/2000,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1189,64361,Marcos Coelho de Andrade Filho,Midfielder,22,18/09/1997,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1190,80287,Aaron Ibilola,Midfielder,22,10/12/1997,Benin,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1191,96694,Rodrigo Antunes Miranda,Goalkeeper,22,12/11/1997,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1192,119274,Isac Nascimento de Oliveira\t,Defender,20,07/09/2000,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,0
1193,9716,Igor Maduro de Oliveira,Midfielder,19,03/03/2001,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,20.0,0.0,95.0,1.0,0.0,0.0,0.0,3.0,1,13,0
1194,253731,John Kleber Oliveira da Silva,Attacker,19,27/01/2000,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1195,9720,Roberto Baggio Ribeiro da Costa,Midfielder,23,10/01/1996,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1196,64362,Matheus de Souza Marcondele,Midfielder,24,27/04/1996,Brazil,Ponte Preta,Serie B,6.0,1.0,0,0.0,0.0,0.0,57.0,3.0,75.0,1.0,13.0,7.0,9.0,6.0,8,326,3
1198,9696,Edson Felipe da Cruz,Defender,29,01/07/1991,Brazil,Ponte Preta,Serie B,20.0,4.0,3,0.0,0.0,0.0,877.0,13.0,81.0,32.0,24.0,18.0,38.0,32.0,25,2097,24
1199,9705,Guilherme Mantuan,Defender,23,02/08/1997,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1,13,0
1202,9704,Henrique Trevisan,Defender,23,20/01/1997,Brazil,Ponte Preta,Serie B,5.0,1.0,0,0.0,1.0,0.0,491.0,5.0,78.0,22.0,9.0,4.0,10.0,27.0,19,1452,16
1203,9710,Antonio Valmor Assis Da Silva Junior,Attacker,20,06/03/2000,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1204,41372,João Carlos Cardoso Santo,Attacker,25,01/03/1995,Brazil,Ponte Preta,Serie B,16.0,5.0,0,0.0,1.0,0.0,36.0,2.0,78.0,4.0,4.0,0.0,7.0,6.0,9,272,1
1206,9719,Tiago Real do Prado,Midfielder,31,26/01/1989,Brazil,Ponte Preta,Serie B,2.0,0.0,0,0.0,0.0,0.0,133.0,1.0,85.0,6.0,3.0,2.0,11.0,10.0,8,463,5
1207,63998,Camilo Reijers de Oliveira,Midfielder,21,23/02/1999,Brazil,Ponte Preta,Serie B,26.0,10.0,2,0.0,0.0,0.0,502.0,9.0,75.0,40.0,32.0,15.0,34.0,61.0,30,2185,26
1208,63997,Gabriel Fernandes de Lima,Attacker,22,27/04/1998,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,0
1209,9723,Facundo Agustín Batista Ochoa,Attacker,21,16/01/1999,Uruguay,Ponte Preta,Serie B,4.0,3.0,0,0.0,0.0,0.0,22.0,0.0,86.0,1.0,3.0,1.0,6.0,7.0,4,187,2
1210,9729,Lyncon Filipe Lima Evangelista,Attacker,21,10/07/1999,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1212,54235,Everton Galdino Moreira,Midfielder,23,17/03/1997,Brazil,Ponte Preta,Serie B,8.0,1.0,0,0.0,0.0,0.0,66.0,8.0,82.0,1.0,8.0,3.0,4.0,2.0,6,228,2
1213,9708,Airton Tirabassi,Defender,30,03/12/1990,Brazil,Ponte Preta,Serie B,5.0,1.0,0,0.0,1.0,0.0,845.0,6.0,84.0,18.0,8.0,8.0,5.0,23.0,20,1660,19
1214,9702,Diego Renan de Lima Ferreira,Defender,30,26/01/1990,Brazil,Ponte Preta,Serie B,23.0,7.0,1,0.0,2.0,0.0,512.0,35.0,72.0,34.0,24.0,13.0,20.0,16.0,21,1759,20
1218,77683,Renato Adriano Jacó Morais,Midfielder,36,15/09/1984,Brazil,Ponte Preta,Serie B,27.0,6.0,2,0.0,3.0,0.0,325.0,24.0,75.0,7.0,13.0,8.0,12.0,23.0,13,946,12
1219,9692,Ivan Quaresma da Silva,Goalkeeper,23,07/02/1997,Brazil,Ponte Preta,Serie B,0.0,0.0,0,23.0,0.0,64.0,337.0,1.0,62.0,3.0,1.0,1.0,7.0,0.0,28,2520,28
1220,9694,Ygor Vinhas Oliveira Lima,Goalkeeper,26,15/04/1994,Brazil,Ponte Preta,Serie B,0.0,0.0,0,11.0,0.0,40.0,207.0,0.0,76.0,0.0,0.0,0.0,4.0,0.0,10,900,10
1221,9693,Guilherme Henrique Silva Nogueira,Goalkeeper,21,28/10/1999,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1222,9698,Vinicius Leonardo da Silva,Defender,20,22/04/2000,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,45.0,0.0,93.0,1.0,0.0,0.0,1.0,1.0,1,90,1
1223,9714,Vinicius Nelson de Souza Zanocelo,Midfielder,19,30/01/2001,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,14.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,1,11,0
1224,9709,Matheus Alexandre Anastácio de Souza,Midfielder,21,07/04/1999,Brazil,Ponte Preta,Serie B,1.0,0.0,0,0.0,0.0,0.0,63.0,0.0,84.0,4.0,1.0,0.0,1.0,11.0,3,237,3
1225,179530,Leonardo Henrique de Souza Salvador,Midfielder,22,08/03/1998,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1226,54921,Edilson José da Silva Júnior,Defender,25,13/04/1995,Brazil,Ponte Preta,Serie B,1.0,0.0,0,0.0,0.0,0.0,200.0,4.0,76.0,8.0,7.0,3.0,21.0,20.0,7,570,6
1227,9699,Reginaldo Manoel da Silva Júnior,Defender,28,08/07/1992,Brazil,Ponte Preta,Serie B,12.0,3.0,1,0.0,0.0,0.0,701.0,0.0,81.0,24.0,4.0,3.0,11.0,12.0,20,1793,20
1228,9722,Rafael Vinicius Carvalho Longuine,Midfielder,30,30/05/1990,Brazil,Ponte Preta,Serie B,15.0,7.0,2,0.0,0.0,0.0,117.0,7.0,80.0,1.0,3.0,2.0,5.0,1.0,9,410,4
1230,34785,Tiago Marques Rezende,Attacker,32,03/03/1988,Brazil,Ponte Preta,Serie B,0.0,0.0,0,0.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0,1.0,1.0,5,107,1
1232,9713,Gerson Alencar de Lima Júnior,Midfielder,35,13/06/1985,Brazil,Ponte Preta,Serie B,19.0,2.0,0,0.0,3.0,0.0,801.0,41.0,81.0,24.0,45.0,28.0,40.0,35.0,26,1896,21
1235,9712,Alexsandro Carvalho Lopes,Midfielder,35,30/04/1985,Brazil,Ponte Preta,Serie B,10.0,3.0,1,0.0,1.0,0.0,77.0,5.0,79.0,3.0,2.0,2.0,4.0,7.0,11,173,0
1236,64364,Adailson Freire Pereira da Silva,Midfielder,23,08/02/1997,Brazil,Ponte Preta,Serie B,12.0,6.0,0,0.0,0.0,0.0,85.0,3.0,70.0,8.0,17.0,7.0,22.0,8.0,18,533,3
1237,9703,Renan de Oliveira Fonseca,Defender,30,13/08/1990,Brazil,Ponte Preta,Serie B,15.0,5.0,1,0.0,1.0,0.0,1330.0,4.0,81.0,12.0,3.0,3.0,14.0,20.0,32,2836,32
1238,80486,Guedes,Defender,21,18/05/1999,Brazil,Ponte Preta,Serie B,2.0,0.0,0,0.0,1.0,0.0,229.0,14.0,78.0,18.0,10.0,5.0,7.0,17.0,12,909,11
1241,10253,Marquinhos,Midfielder,23,26/01/1997,Brazil,Ponte Preta,Serie B,42.0,9.0,2,0.0,2.0,0.0,407.0,26.0,73.0,31.0,68.0,34.0,71.0,35.0,25,1861,23
1243,9701,Arnaldo,Defender,28,15/04/1992,Brazil,Ponte Preta,Serie B,8.0,1.0,0,0.0,1.0,0.0,511.0,10.0,81.0,41.0,39.0,23.0,20.0,21.0,21,1581,17
1205,9322,Washington Santana da Silva,Midfielder,31,20/01/1989,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,17,1072,12
1215,9594,Jeferson de Araujo de Carvalho,Defender,24,22/06/1996,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,0,0,0
1211,9695,André Andrade de Castro,Defender,29,02/11/1991,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,1,75,1
1245,9697,Nathan Silva,Defender,23,06/05/1997,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,2,105,1
1239,9700,Abner,Defender,20,27/05/2000,Brazil,Ponte Preta,Serie B,,,1,,,,,,,,,,,,9,732,8
1231,9706,Giovanni Palmieri dos Santos,Defender,31,23/06/1989,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,1,25,0
1217,9707,Luis Ricardo Silva Umbelino,Defender,36,21/01/1984,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,0,0,0
1216,9717,Igor Henrique Martins Machado,Midfielder,29,20/12/1991,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,0,0,0
1234,9718,Matheus Oliveira Santos,Midfielder,23,28/09/1997,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,4,148,2
1201,9724,Júlio César Czarnerski,Attacker,26,12/08/1994,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,2,180,2
1240,9726,Renato Kayzer,Attacker,24,17/02/1996,Brazil,Ponte Preta,Serie B,,,0,,,,,,,,,,,,2,127,2
1244,9727,Matheus Vargas,Attacker,24,18/06/1996,Brazil,Ponte Preta,Serie B,,,3,,,,,,,,,,,,17,1354,16
1229,10181,Fabricio Rodrigues da Silva Ferreira,Attacker,21,07/05/1999,Brazil,Ponte Preta,Serie B,,,1,,,,,,,,,,,,10,276,2
1242,10239,A. Araos,Midfielder,23,06/01/1997,Chile,Ponte Preta,Serie B,,,1,,,,,,,,,,,,9,587,6
1233,10504,Vinicius Duarte,Attacker,24,03/12/1996,Brazil,Ponte Preta,Serie B,,,3,,,,,,,,,,,,13,716,9
1200,10565,Lucas Mineiro,Midfielder,24,24/02/1996,Brazil,Ponte Preta,Serie B,,,1,,,,,,,,,,,,13,1047,13
1197,68058,Roger Rodrigues da Silva,Attacker,35,07/01/1985,Brazil,Ponte Preta,Serie B,,,14,,,,,,,,,,,,32,2858,32
1674,115698,Rodrigo Thiesen,Midfielder,33,01/12/1986,Brazil,Sao Bento,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1675,9671,Márcio Fernando Gonçalves Souza,Defender,21,06/06/1998,Brazil,Sao Bento,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1676,9680,Dorival das Neves Ferraz Júnior,Midfielder,33,13/04/1987,Brazil,Sao Bento,Serie B,20.0,6.0,3,0.0,0.0,0.0,327.0,12.0,80.0,6.0,3.0,1.0,4.0,4.0,17,1088,13
1677,9683,Antonio Filipe Gonzaga de Aquino,Midfielder,26,08/04/1994,Brazil,Sao Bento,Serie B,0.0,0.0,0,0.0,0.0,0.0,29.0,1.0,74.0,1.0,1.0,1.0,1.0,3.0,2,145,2
1679,9690,Paulo Henrique do Pilar Silva,Attacker,24,24/06/1996,Brazil,Sao Bento,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,88,0
1682,9668,Pablo de Barros Paulino,Defender,32,03/08/1988,Brazil,Sao Bento,Serie B,4.0,0.0,0,0.0,0.0,0.0,269.0,6.0,78.0,14.0,15.0,12.0,11.0,15.0,15,920,11
1685,80642,Marcelino Júnior Lopes Arruda,Attacker,31,08/05/1989,Brazil,Sao Bento,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1686,80631,Wilson Rodrigues Fonseca,Attacker,35,21/03/1985,Brazil,Sao Bento,Serie B,1.0,0.0,0,0.0,0.0,0.0,3.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,1,10,0
1687,9691,João António Justino dos Santos,Attacker,31,06/12/1989,Brazil,Sao Bento,Serie B,3.0,1.0,0,0.0,0.0,0.0,68.0,1.0,86.0,4.0,13.0,11.0,11.0,2.0,9,263,1
1688,9667,Marcelo Cordeiro de Souza,Defender,38,12/04/1981,Brazil,Sao Bento,Serie B,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1689,9677,Raphael Martinho Alves de Lima,Midfielder,32,15/04/1988,Brazil,Sao Bento,Serie B,13.0,6.0,2,0.0,0.0,0.0,64.0,3.0,67.0,2.0,10.0,3.0,1.0,12.0,10,264,3
1690,9676,Walter Luiz Silva de Araújo,Defender,30,23/06/1990,Brazil,Sao Bento,Serie B,0.0,0.0,0,0.0,0.0,0.0,62.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,1,90,1
1692,9672,Joeliton Lima Santos,Defender,27,17/04/1993,Brazil,Sao Bento,Serie B,25.0,5.0,1,0.0,1.0,0.0,568.0,14.0,75.0,38.0,16.0,9.0,26.0,44.0,24,1903,21
1693,9663,Mateus Pasinato,Goalkeeper,28,28/06/1992,Brazil,Sao Bento,Serie B,0.0,0.0,0,1.0,0.0,2.0,13.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,1,90,1
